koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
CONFIRMED,0,0,0,0,10.6816951,5.17E-05,-5.17E-05,131.55082,0.00372,-0.00372,0.646,0.274,-0.425,3.605,0.11,-0.11,307.8,14.6,-14.6,2.3,0.36,-0.44,897,152.75,68.5,-59.95,21.9,4,5553,111,0,4.221,0.188,-0.101,1.25,0.196,-0.24,292.58044,46.097389,15.065
CONFIRMED,0,0,0,0,6.104849417,2.71E-06,-2.71E-06,169.573477,0.000326,-0.000326,0.041,0.205,-0.041,4.6912,0.0143,-0.0143,2090.3,8.1,-8.1,3.18,0.17,-0.19,784,89.25,17.97,-16.37,293.7,1,5085,102,-102,4.584,0.048,-0.032,0.712,0.038,-0.042,297.04562,46.027359,15.017
CONFIRMED,0,0,0,0,3.578780566,1.83E-07,-1.83E-07,134.0304187,4.21E-05,-4.21E-05,0.079,0.045,-0.054,2.91089,0.00147,-0.00147,11382,7.2,-7.2,10.43,0.62,-0.62,1145,406.6,87.15,-74.65,1838.4,1,5524,110,-110,4.421,0.05,-0.045,0.994,0.059,-0.059,289.60797,44.345421,13.938
FALSE POSITIVE,0,1,1,0,3.187067566,8.80E-06,-8.80E-06,171.64976,0.00217,-0.00217,1.234,16.22,-0.216,3.119,0.124,-0.124,1037.4,34.5,-34.5,23.88,5.1,-2.35,1079,319.76,222.81,-92.63,37.2,1,5450,197,-180,4.552,0.045,-0.135,0.811,0.173,-0.08,297.78848,45.565418,15.653
CONFIRMED,0,0,0,0,5.826657508,6.43E-06,-6.43E-06,173.011411,0.000925,-0.000925,0.033,0.335,-0.033,2.9183,0.0321,-0.0321,1539.1,20.9,-20.9,4.09,0.6,-0.49,1013,248.57,96.56,-67.24,81.1,1,5561,75,-83,4.362,0.126,-0.103,1.06,0.156,-0.127,288.1647,45.816509,15.843
CONFIRMED,0,0,0,0,12.41216347,5.71E-05,-5.71E-05,142.54039,0.00409,-0.00409,0.021,0.438,-0.021,3.739,0.111,-0.111,611.3,26,-26,2.58,0.38,-0.31,787,90.65,35.21,-24.52,25.6,3,5561,75,-83,4.362,0.126,-0.103,1.06,0.156,-0.127,288.1647,45.816509,15.843
CONFIRMED,0,0,0,0,18.74649011,8.76E-05,-8.76E-05,147.13074,0.00376,-0.00376,0.508,0.011,-0.478,3.895,0.127,-0.127,796.8,32.8,-32.8,3.05,0.45,-0.37,686,52.38,20.34,-14.17,26.7,2,5561,75,-83,4.362,0.126,-0.103,1.06,0.156,-0.127,288.1647,45.816509,15.843
CONFIRMED,0,0,0,0,42.63427848,7.67E-05,-7.67E-05,141.16954,0.00151,-0.00151,0.142,0.189,-0.142,6.1998,0.0535,-0.0535,1719.3,22.8,-22.8,5.22,0.78,-1.03,615,33.82,14.47,-13.79,78.7,2,6035,120,-120,4.22,0.168,-0.112,1.257,0.187,-0.25,294.02301,45.853081,15.237
CONFIRMED,0,0,0,0,87.6476068,0.0004197,-0.0004197,134.94222,0.00405,-0.00405,0.147,0.276,-0.147,8.871,0.128,-0.128,1009.6,27.4,-27.4,4,0.6,-0.79,484,12.94,5.54,-5.27,37.5,3,6035,120,-120,4.22,0.168,-0.112,1.257,0.187,-0.25,294.02301,45.853081,15.237
CONFIRMED,0,0,0,0,9.467821474,6.13E-06,-6.13E-06,178.415842,0.000517,-0.000517,0.081,0.261,-0.081,2.4327,0.0221,-0.0221,2237,19.8,-19.8,2.13,0.19,-0.25,407,6.47,1.81,-1.94,124.7,1,3582,71,-89,4.807,0.05,-0.045,0.458,0.04,-0.055,283.73203,45.958771,15.073
CONFIRMED,0,0,0,0,4.942783419,2.47E-07,-2.47E-07,136.3294353,4.07E-05,-4.07E-05,0.566,0.009,-0.009,3.25346,0.00605,-0.00605,11145,6.7,-6.7,10.62,1.44,-0.73,1008,244.42,94.02,-48.62,2040.7,1,5514,98,-109,4.459,0.051,-0.11,0.978,0.133,-0.067,296.20059,49.140121,13.758
CONFIRMED,0,0,0,0,20.83426731,5.36E-05,-5.36E-05,176.58569,0.0021,-0.0021,0.256,0.166,-0.256,4.0454,0.0694,-0.0694,988.4,25,-25,2.74,0.69,-0.22,595,29.62,22.56,-7.35,45.1,1,5537,166,-166,4.549,0.03,-0.17,0.88,0.221,-0.069,293.01828,45.914688,15.412
CONFIRMED,0,0,0,0,9.94602357,2.07E-05,-2.07E-05,171.70192,0.00165,-0.00165,0.035,0.4,-0.035,3.3862,0.0557,-0.0557,994.5,20.5,-20.5,3.12,0.44,-0.43,807,100.34,37.85,-30.34,51,1,5344,80,-80,4.365,0.132,-0.096,1.013,0.141,-0.141,296.06424,45.976841,15.596
CONFIRMED,0,0,0,0,1.04562195,2.72E-06,-2.72E-06,133.91912,0.00225,-0.00225,0.037,0.425,-0.037,1.8955,0.0725,-0.0725,213,9.7,-9.7,1.45,0.2,-0.2,1710,2031.84,766.47,-614.41,25.3,2,5344,80,-80,4.365,0.132,-0.096,1.013,0.141,-0.141,296.06424,45.976841,15.596
CONFIRMED,0,0,0,0,5.71462396,3.25E-05,-3.25E-05,132.63866,0.00432,-0.00432,0.503,0.448,-0.294,2.336,0.124,-0.124,297.8,19.8,-19.8,1.78,0.24,-0.25,971,210.16,79.27,-63.55,16.7,3,5344,80,-80,4.365,0.132,-0.096,1.013,0.141,-0.141,296.06424,45.976841,15.596
CANDIDATE,0,0,0,0,102.9641952,0.0005766,-0.0005766,158.07473,0.00377,-0.00377,0.922,0.005,-0.007,15.735,0.263,-0.263,1896.7,27.3,-27.3,39,1.1,-9.39,797,95.4,8.7,-47.04,86.1,1,5047,40,-160,3.066,0.033,-0.027,7.119,0.201,-1.713,296.81772,46.781509,13.608
CONFIRMED,0,0,0,0,8.14515981,4.38E-05,-4.38E-05,140.56811,0.00419,-0.00419,0.965,0.018,-0.521,5.073,0.513,-0.513,446.8,17.4,-17.4,3.43,0.5,-0.7,1050,287.91,122.25,-117.46,32.2,2,5896,117,-105,4.197,0.195,-0.105,1.24,0.183,-0.251,290.41327,38.34375,14.925
CONFIRMED,0,0,0,0,18.9985279,0.0001799,-0.0001799,144.74157,0.00746,-0.00746,1.3,73.17,-6.938,4.529,0.333,-0.333,430.7,29,-29,43.17,6.37,-8.74,792,93.03,39.5,-37.96,16.9,3,5896,117,-105,4.197,0.195,-0.105,1.24,0.183,-0.251,290.41327,38.34375,14.925
CONFIRMED,0,0,0,0,4.24439049,2.72E-05,-2.72E-05,137.06643,0.00546,-0.00546,0.949,0,-0.711,3.282,0.135,-0.135,174,12.7,-12.7,2.07,0.3,-0.42,1305,686.99,291.72,-280.28,15.1,5,5896,117,-105,4.197,0.195,-0.105,1.24,0.183,-0.251,290.41327,38.34375,14.925
CANDIDATE,0,0,0,0,90.1240507,0.0004433,-0.0004433,356.23415,0.0032,-0.0032,0.698,0.079,-0.415,11.649,0.28,-0.28,3020.3,57.5,-57.5,7.12,2.41,-0.8,485,13.09,13.03,-4.26,57.9,1,6520,180,-248,4.375,0.056,-0.224,1.215,0.41,-0.137,293.22391,38.033581,14.96
CONFIRMED,0,0,0,0,28.5742692,4.06E-05,-4.06E-05,143.8315,0.00113,-0.00113,0.068,0.328,-0.068,4.9427,0.0403,-0.0403,824.9,9.2,-9.2,2.32,0.19,-0.2,538,19.83,5.49,-4.56,97.1,2,5551,111,-111,4.508,0.077,-0.063,0.812,0.07,-0.07,296.98102,43.209751,13.771
CANDIDATE,0,0,0,0,0.689210173,4.50E-07,-4.50E-07,133.28584,0.00052,-0.00052,0.154,0.271,-0.154,1.6169,0.0179,-0.0179,195,2.4,-2.4,1.32,0.19,-0.06,1943,3362.71,1364.69,-528.86,93.4,1,5630,100,-122,4.505,0.023,-0.128,0.954,0.138,-0.039,281.55118,47.469959,13.248
FALSE POSITIVE,0,1,0,0,0.379463865,2.80E-08,-2.80E-08,170.2480164,6.01E-05,-6.01E-05,1.246,0.632,-0.064,0.86896,0.00507,-0.00507,1973.3,5.8,-5.8,59.56,34.57,-38.05,3000,19256.81,34212.39,-17030.52,458.6,1,5075,136,-151,3.892,0.707,-0.303,1.783,1.035,-1.139,290.91119,38.335579,13.787
FALSE POSITIVE,0,1,0,0,9.88047978,1.55E-06,-1.55E-06,173.608672,0.000127,-0.000127,1.02,0.237,-0.041,2.78458,0.00644,-0.00644,18541,36.6,-36.6,23.6,7.06,-2.34,860,129.45,113.32,-37.5,534.5,1,6113,164,-200,4.512,0.052,-0.208,0.917,0.274,-0.091,281.66916,42.038639,15.212
FALSE POSITIVE,0,1,0,0,17.51201477,3.22E-06,-3.22E-06,174.282592,0.000143,-0.000143,0.994,0.243,-0.007,1.8248,0.00727,-0.00727,4511.7,13.9,-13.9,13.66,4.26,-2.3,804,98.77,93.77,-40.37,322.3,1,6224,197,-241,4.33,0.144,-0.192,1.132,0.353,-0.19,287.61633,39.127239,12.336
FALSE POSITIVE,0,1,0,0,3.9886021,8.03E-06,-8.03E-06,171.01852,0.00159,-0.00159,0.06,0.364,-0.06,1.7376,0.0588,-0.0588,673.5,21.8,-21.8,34.39,4.71,-10.99,3145,23135.72,8030.46,-13457.76,37.1,1,4813,50,-121,2.472,0.156,-0.117,13.652,1.869,-4.361,289.09323,49.424484,6.974
FALSE POSITIVE,0,1,1,0,0.525154153,3.08E-07,-3.08E-07,133.744359,0.000504,-0.000504,1.226,0.483,-0.167,2.1441,0.0297,-0.0297,747.5,8.1,-8.1,23.61,5.28,-2.85,2073,4391.51,3014.22,-1350.21,116.1,1,5582,169,-152,4.497,0.081,-0.15,0.846,0.189,-0.102,295.09866,41.007038,15.058
FALSE POSITIVE,0,0,1,1,1.303861044,1.19E-06,-1.19E-06,134.212059,0.000781,-0.000781,1.258,0.334,-0.178,4.0541,0.0379,-0.0379,598.2,5.1,-5.1,27.85,7.53,-3.25,1610,1595.19,1268.41,-478.56,140.6,1,5758,155,-155,4.475,0.078,-0.182,0.902,0.244,-0.105,298.13589,41.332062,13.555
FALSE POSITIVE,0,0,1,0,2.55549176,3.05E-05,-3.05E-05,134.50078,0.00887,-0.00887,1.228,0.611,-0.107,9.083,0.507,-0.507,113.8,5.6,-5.6,23.35,7.02,-2.34,1312,701.68,619.43,-198.24,24.3,1,5948,161,-178,4.508,0.05,-0.2,0.901,0.271,-0.09,298.77325,41.214729,14.554
FALSE POSITIVE,0,1,0,0,2.947376671,3.23E-06,-3.23E-06,171.522978,0.000883,-0.000883,2.641,10.99,-0.707,2.0911,0.0437,-0.0437,433.2,8.5,-8.5,403.59,85.99,-105,2404,7903.84,5082.12,-4259.41,62.3,1,8090,226,-340,4.002,0.198,-0.132,2.234,0.476,-0.581,292.61194,43.305141,10.47
FALSE POSITIVE,0,0,1,0,5.76573396,2.58E-05,-2.58E-05,133.30941,0.00339,-0.00339,0.708,0.225,-0.497,2.924,0.122,-0.122,248,13.2,-13.2,7.47,0.89,-2.5,1964,3518.78,1136.62,-2053.98,22.2,1,5772,78,-86,3.364,0.256,-0.08,4.434,0.531,-1.486,294.52557,38.204632,14.313
FALSE POSITIVE,1,0,1,0,0.73094589,2.50E-06,-2.50E-06,133.68876,0.00294,-0.00294,1.169,0.111,-0.178,4.32,0.2,-0.2,250.2,8.3,-8.3,17.12,5.06,-1.6,1922,3248.17,2815.61,-909.69,37.5,1,5901,158,-193,4.553,0.036,-0.204,0.848,0.251,-0.079,289.7962,38.351181,15.401
CONFIRMED,0,0,0,0,18.92537246,5.23E-05,-5.23E-05,149.49558,0.00222,-0.00222,0.806,0.025,-0.556,3.9835,0.0683,-0.0683,640.9,16.5,-16.5,13.92,2,-4.66,1171,443.58,159.79,-265.44,41,1,4941,49,-118,3.317,0.21,-0.105,4.885,0.701,-1.636,286.49042,38.374908,14.604
FALSE POSITIVE,1,0,1,1,0.933749106,1.20E-06,-1.20E-06,134.31831,0.00117,-0.00117,0.736,0.357,-0.226,4.256,0.796,-0.796,186.2,12.8,-12.8,3.22,0.61,-1.05,2863,15822.49,9139.53,-9373.75,136.3,1,6215,171,-171,3.849,0.293,-0.098,2.188,0.415,-0.711,292.77588,47.461689,13.079
FALSE POSITIVE,0,0,1,1,2.037440623,9.68E-06,-9.68E-06,133.59962,0.0039,-0.0039,0.715,0.219,-0.476,3.442,0.127,-0.127,118.6,5.2,-5.2,1.19,0.36,-0.16,1572,1448.05,1305.68,-494.54,27,1,6253,169,-207,4.415,0.087,-0.203,1.015,0.312,-0.134,295.79526,47.66396,14.187
CONFIRMED,0,0,0,0,31.5925809,0.0004371,-0.0004371,142.9649,0.012,-0.012,0.283,0.144,-0.283,13.566,0.367,-0.367,145.1,6.1,-6.1,1.78,0.28,-0.41,688,53.09,23.51,-23.96,25.5,2,5676,115,-104,4.1,0.203,-0.087,1.487,0.229,-0.344,295.92065,47.448608,13.29
CONFIRMED,0,0,0,0,1.97376085,9.90E-08,-9.90E-08,178.6894194,4.01E-05,-4.01E-05,0.337,0.225,-0.165,1.82542,0.00776,-0.00776,30222,31.3,-31.3,8.78,1.43,-2.13,753,76.1,62.11,-44.33,1252.5,1,3807,291,-291,4.762,0.12,-0.08,0.503,0.082,-0.122,292.0683,38.84227,15.715
CANDIDATE,0,0,0,0,13.11896244,6.04E-06,-6.04E-06,261.539434,0.000329,-0.000329,0.042,0.271,-0.042,4.3045,0.0122,-0.0122,372.2,1.5,-1.5,8.25,0.45,-2.5,1768,2310.43,419.83,-1290.11,267.4,1,7221,114,-171,3.488,0.272,-0.048,4.24,0.227,-1.284,282.00031,48.542221,9.275
FALSE POSITIVE,0,1,1,1,4.618767792,2.74E-06,-2.74E-06,133.386535,0.000485,-0.000485,0.766,0.012,-0.019,5.9957,0.0461,-0.0461,4399.1,18.4,-18.4,7.48,2.17,-1.17,1170,442.78,377.78,-163.58,270.1,1,6013,163,-181,4.381,0.128,-0.192,1.033,0.3,-0.161,297.31006,49.703041,13.652
FALSE POSITIVE,1,0,0,0,7.82187328,2.24E-05,-2.24E-05,123.49907,0.00248,-0.00248,0.005,0.397,-0.005,3.8417,0.0707,-0.0707,42.2,1.3,-1.3,2.78,0.15,-0.84,2101,4601.71,836.19,-2569.52,37.2,2,7221,114,-171,3.488,0.272,-0.048,4.24,0.227,-1.284,282.00031,48.542221,9.275
CANDIDATE,0,0,0,0,53.5057611,0.0001596,-0.0001596,172.98304,0.00248,-0.00248,0.46,0.002,-0.441,10.5616,0.077,-0.077,195.6,3.1,-3.1,2.52,0.16,-0.12,675,49.16,9.16,-6.52,71.2,1,6247,75,-69,4.016,0.03,-0.027,1.762,0.112,-0.084,295.80267,45.988079,9.582
CONFIRMED,0,0,0,0,2.785821236,5.26E-06,-5.26E-06,260.83731,0.00138,-0.00138,0.893,0.005,-0.644,3.5599,0.0416,-0.0416,68.9,1.5,-1.5,1.69,0.11,-0.09,1784,2388.98,468.82,-366.72,53.6,1,6202,74,-83,4.026,0.033,-0.027,1.733,0.118,-0.095,287.36182,38.714016,8.224
FALSE POSITIVE,0,1,0,0,52.56901867,5.48E-05,-5.48E-05,184.971267,0.000837,-0.000837,1.197,6.708,-0.013,6.7507,0.0498,-0.0498,26900,174,-174,78.54,25.85,-11.07,737,69.62,67.51,-27.31,184.3,1,7240,200,-343,4.178,0.072,-0.203,1.717,0.565,-0.242,290.94437,38.538868,9.729
CANDIDATE,0,0,0,0,6.79685353,2.25E-05,-2.25E-05,138.11324,0.00297,-0.00297,0.62,0.33,-0.389,3.1702,0.0835,-0.0835,393.1,14.9,-14.9,2.01,0.62,-0.2,985,222.91,206.66,-65.9,29.8,1,6061,180,-198,4.486,0.05,-0.2,0.97,0.3,-0.1,294.16321,41.451801,15.391
FALSE POSITIVE,0,1,1,1,8.667822346,6.02E-06,-6.02E-06,137.341841,0.000572,-0.000572,1.276,0.375,-0.159,4.9658,0.0273,-0.0273,2121.9,13.6,-13.6,67.37,16.41,-30.46,1303,681.39,505.26,-502.55,187.6,1,6266,189,-207,3.923,0.443,-0.148,1.889,0.46,-0.854,299.39972,45.316051,13.03
CONFIRMED,0,0,0,0,1.475323222,4.39E-06,-4.39E-06,131.83272,0.00257,-0.00257,0.136,0.339,-0.136,2.3155,0.0735,-0.0735,154.9,6.5,-6.5,5.88,0.85,-1.97,2740,13331.51,4802.54,-7977.74,27.2,3,4941,49,-118,3.317,0.21,-0.105,4.885,0.701,-1.636,286.49042,38.374908,14.604
CONFIRMED,0,0,0,0,4.15246118,1.58E-05,-1.58E-05,134.57991,0.00324,-0.00324,0.639,0.28,-0.448,2.5755,0.0901,-0.0901,223.4,9.9,-9.9,7.62,1.09,-2.55,1941,3354.56,1208.44,-2007.41,24.5,4,4941,49,-118,3.317,0.21,-0.105,4.885,0.701,-1.636,286.49042,38.374908,14.604
CONFIRMED,0,0,0,0,8.7348852,4.43E-05,-4.43E-05,135.0818,0.00434,-0.00434,0.314,0.133,-0.314,4.49,0.13,-0.13,270.7,11.7,-11.7,1.59,0.52,-0.17,890,148.62,142.27,-45.37,24.8,1,5982,160,-195,4.493,0.054,-0.216,0.96,0.314,-0.105,287.44409,38.088428,14.794
FALSE POSITIVE,0,0,1,1,10.26547688,5.89E-05,-5.89E-05,136.49663,0.00475,-0.00475,0.69,0.248,-0.457,3.733,0.157,-0.157,399.6,22.9,-22.9,1.81,0.5,-0.15,770,83.13,67.14,-21.5,20.1,1,5699,152,-169,4.553,0.033,-0.187,0.853,0.235,-0.073,292.27905,38.284531,15.212
CANDIDATE,0,0,0,0,13.4471791,1.25E-05,-1.25E-05,132.830555,0.00077,-0.00077,0.963,0.013,-0.008,3.0454,0.0546,-0.0546,1428.2,21.1,-21.1,5.24,1.64,-0.7,848,122.34,112.28,-42.14,105.3,1,6276,169,-206,4.405,0.087,-0.203,1.041,0.326,-0.14,292.37476,37.630959,14
FALSE POSITIVE,0,1,0,0,3.305577989,7.11E-06,-7.11E-06,180.68154,0.0017,-0.0017,1.145,7.09,-0.656,2.5903,0.0849,-0.0849,17971,538,-538,25.89,4.32,-2.02,1027,263.55,139.5,-64.68,39.6,1,5534,163,-163,4.629,0.035,-0.112,0.707,0.118,-0.055,292.07849,38.631481,15.537
FALSE POSITIVE,0,1,0,0,4.800653901,4.14E-06,-4.14E-06,134.365782,0.000745,-0.000745,0.785,0.006,-0.007,9.0419,0.055,-0.055,15304,63.7,-63.7,16.91,6.01,-2,1347,778.45,793.72,-255.78,298,1,6715,161,-241,4.347,0.056,-0.224,1.241,0.441,-0.147,296.13391,38.999008,13.32
FALSE POSITIVE,0,1,1,1,15.06649901,1.20E-05,-1.20E-05,140.654788,0.000651,-0.000651,1.018,1.873,-0.101,5.9885,0.0487,-0.0487,36348,285,-285,56.44,9.3,-13.95,932,177.96,76.69,-82.41,154.6,1,5751,77,-77,4.028,0.21,-0.09,1.626,0.268,-0.402,293.92599,38.73798,13.855
FALSE POSITIVE,0,1,0,0,34.82008158,1.24E-05,-1.24E-05,163.015559,0.000291,-0.000291,0.663,0.006,-0.003,11.1711,0.0216,-0.0216,18848,25.8,-25.8,11.36,1.16,-1.16,459,10.49,3.84,-2.91,882.6,1,5114,153,-138,4.522,0.084,-0.063,0.784,0.08,-0.08,286.86926,39.103729,15.187
FALSE POSITIVE,1,0,0,1,0.651784374,1.93E-07,-1.93E-07,133.111707,0.000233,-0.000233,1.224,0.508,-0.093,2.0141,0.0144,-0.0144,2779.3,14.8,-14.8,33.65,8.94,-5.49,2090,4500.59,3611.67,-1708.3,195.2,2,5555,166,-166,4.375,0.135,-0.18,1.061,0.282,-0.173,291.99988,38.437698,14.997
CANDIDATE,0,0,0,0,1.353771892,3.75E-06,-3.75E-06,261.43662,0.002,-0.002,1.203,0.56,-0.137,7.012,0.212,-0.212,1349.1,23.3,-23.3,430.99,136.1,-48.62,4903,136609.48,117403.45,-34984.84,76.7,1,4283,77,-60,2.012,0.112,-0.137,15.76,4.978,-1.778,292.71964,48.852016,10.523
FALSE POSITIVE,1,0,0,0,18.95491633,5.80E-05,-5.80E-05,262.46677,0.00217,-0.00217,1.228,0.249,-0.11,24.249,0.132,-0.132,867.5,4.3,-4.3,71.39,8.6,-20.06,1139,397.48,143.16,-206.57,249.3,1,6362,129,-116,3.761,0.225,-0.075,2.534,0.305,-0.712,284.02679,49.415428,10.988
FALSE POSITIVE,1,0,0,0,67.5923754,0.0005335,-0.0005335,151.75056,0.00535,-0.00535,0.728,0.017,-0.451,12.249,0.332,-0.332,4158.1,79.7,-79.7,12.1,2.25,-2.76,588,28.2,14.74,-12.7,60.9,2,6038,120,-120,4.082,0.18,-0.12,1.744,0.325,-0.398,295.58658,45.364979,13.675
CONFIRMED,0,0,0,0,17.02902786,7.53E-05,-7.53E-05,143.33395,0.00388,-0.00388,0.202,0.251,-0.202,4.645,0.113,-0.113,568.9,20.5,-20.5,2.54,0.38,-0.41,755,76.66,31.49,-26.5,29.8,1,5839,105,-105,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381
CONFIRMED,0,0,0,0,6.84619236,4.04E-05,-4.04E-05,132.17265,0.00528,-0.00528,0.077,0.388,-0.077,3.529,0.145,-0.145,246.8,15.2,-15.2,1.67,0.25,-0.27,1022,258.41,106.17,-89.32,17.7,2,5839,105,-105,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381
CONFIRMED,0,0,0,0,67.8321638,0.0009119,-0.0009119,125.881,0.012,-0.012,0.027,0.41,-0.027,7.358,0.254,-0.254,507.8,33.3,-33.3,2.39,0.35,-0.38,476,12.14,4.99,-4.19,15.5,3,5839,105,-105,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381
CONFIRMED,0,0,0,0,25.93406406,7.91E-05,-7.91E-05,149.76273,0.00264,-0.00264,0.014,0.409,-0.014,4.6142,0.0732,-0.0732,414.5,11,-11,2.48,0.42,-0.34,695,55.1,26.4,-17.4,42.2,1,5952,119,-119,4.287,0.12,-0.12,1.225,0.207,-0.17,291.97617,38.05508,13.703
CONFIRMED,0,0,0,0,83.4463485,0.0003695,-0.0003695,158.68061,0.0039,-0.0039,0.058,0.369,-0.057,6.536,0.121,-0.121,503,15,-15,2.73,0.47,-0.37,471,11.59,5.56,-3.66,36.1,2,5952,119,-119,4.287,0.12,-0.12,1.225,0.207,-0.17,291.97617,38.05508,13.703
CONFIRMED,0,0,0,0,12.99204853,5.16E-05,-5.16E-05,136.32016,0.00294,-0.00294,0.091,0.347,-0.091,6.0175,0.0963,-0.0963,270.6,8,-8,2.03,0.3,-0.34,866,132.94,56.49,-48.16,38.7,1,5765,105,-116,4.236,0.168,-0.112,1.242,0.188,-0.209,291.42358,38.216591,13.974
FALSE POSITIVE,0,1,1,0,11.11620211,1.21E-05,-1.21E-05,133.100575,0.000946,-0.000946,0.937,0.046,-0.021,4.211,0.0787,-0.0787,4843.9,67.3,-67.3,8.96,2.49,-1.06,853,125.21,104.54,-41.16,115.3,1,6122,183,-220,4.471,0.048,-0.192,0.996,0.276,-0.118,295.29193,38.964588,15.38
FALSE POSITIVE,0,1,1,1,1.922861499,2.01E-06,-2.01E-06,134.658644,0.00085,-0.00085,0.943,0.005,-0.004,3.5734,0.0581,-0.0581,1916.2,31.2,-31.2,5.09,1.21,-0.44,1392,884.12,621.75,-236.53,103.4,1,5778,154,-188,4.531,0.03,-0.17,0.911,0.217,-0.078,291.44507,38.637211,14.942
FALSE POSITIVE,0,1,1,1,0.635445336,2.01E-07,-2.01E-07,134.184037,0.000277,-0.000277,1.253,0.914,-0.128,1.8592,0.0154,-0.0154,2547.4,15.3,-15.3,19,1.9,-2.52,1177,451.42,177.73,-162.78,182.2,1,3920,141,-156,4.7,0.071,-0.033,0.55,0.055,-0.073,285.08026,39.18211,15.432
FALSE POSITIVE,0,1,1,0,1.665784138,6.93E-07,-6.93E-07,133.863028,0.000352,-0.000352,1.27,3.096,-0.104,1.8946,0.0182,-0.0182,2006.2,15.2,-15.2,97.27,16.14,-37.63,2636,11424.49,5918.75,-7549.72,148,1,6261,175,-159,3.686,0.323,-0.108,2.789,0.463,-1.079,291.47629,38.50058,11.84
CONFIRMED,0,0,0,0,52.09081627,4.21E-05,-4.21E-05,158.744665,0.00067,-0.00067,0.065,0.113,-0.065,8.6388,0.0228,-0.0228,2894.1,12.6,-12.6,7.14,1.33,-1.09,592,29.07,14.87,-9.97,243.5,1,6198,111,-136,4.237,0.13,-0.117,1.324,0.247,-0.202,300.51712,44.38158,13.914
CONFIRMED,0,0,0,0,8.18739443,1.94E-05,-1.94E-05,260.86931,0.00172,-0.00172,0.377,0.07,-0.377,3.0472,0.0596,-0.0596,517.6,14.7,-14.7,1.92,0.13,-0.14,782,88.36,20.32,-18.5,38.4,1,5251,105,-105,4.494,0.072,-0.048,0.849,0.056,-0.063,291.92596,38.014118,14.138
CONFIRMED,0,0,0,0,3.341799486,4.95E-06,-4.95E-06,141.35472,0.00123,-0.00123,0.426,0.453,-0.271,2.9254,0.0349,-0.0349,178.2,4,-4,1.67,0.29,-0.26,1356,798.41,370.35,-279.35,48.8,2,5873,93,-129,4.293,0.12,-0.12,1.235,0.213,-0.194,291.65317,44.688271,13.492
FALSE POSITIVE,0,1,1,1,36.97708808,8.51E-05,-8.51E-05,133.62681,0.00195,-0.00195,1.246,70.6,-0.102,4.737,0.101,-0.101,1269.9,25.5,-25.5,38.6,11.56,-11.56,602,31.08,28.03,-17.42,59.2,1,5589,169,-152,4.193,0.3,-0.2,1.239,0.371,-0.371,288.44287,41.17218,13.698
FALSE POSITIVE,0,0,1,1,1.303859704,4.55E-06,-4.55E-06,134.21201,0.0033,-0.0033,0.674,0.239,-0.429,2.8239,0.0829,-0.0829,36.7,1.3,-1.3,0.98,0.2,-0.25,2393,7759.2,4785.96,-3960.18,34.7,1,6802,183,-224,4.103,0.221,-0.119,1.521,0.313,-0.383,298.13794,41.334358,11.558
FALSE POSITIVE,0,1,1,0,145.5624926,0.0003426,-0.0003426,146.0588,0.00188,-0.00188,1.274,70.86,-0.529,5.4126,0.0976,-0.0976,2931.6,57.1,-57.1,40.15,12.09,-6.53,387,5.33,4.7,-2.06,58.1,1,6148,165,-202,4.346,0.128,-0.192,1.095,0.33,-0.178,286.49072,37.489979,13.884
CONFIRMED,0,0,0,0,3.749105745,7.01E-06,-7.01E-06,135.10837,0.00149,-0.00149,0.942,0.021,-0.682,1.9826,0.0371,-0.0371,182.6,5.7,-5.7,1.68,0.26,-0.13,1160,428.25,181.87,-94.92,38,1,5751,104,-115,4.447,0.063,-0.117,0.983,0.149,-0.08,290.88467,38.057571,13.333
CONFIRMED,0,0,0,0,11.08956602,4.40E-05,-4.40E-05,141.76142,0.00338,-0.00338,0.02,0.432,-0.02,6.2877,0.0965,-0.0965,148.1,4.4,-4.4,3.51,0.36,-1.01,1422,965.62,306.5,-510.73,38.9,1,6353,128,-115,3.698,0.248,-0.078,2.867,0.295,-0.826,291.03192,38.21196,12.808
FALSE POSITIVE,0,0,0,1,7.24476126,2.30E-05,-2.30E-05,139.10497,0.00234,-0.00234,0.04,0.423,-0.04,2.3145,0.0817,-0.0817,58,2.4,-2.4,0.65,0.14,-0.07,837,116.02,76.73,-36.24,27.2,1,5370,187,-187,4.494,0.074,-0.137,0.874,0.178,-0.096,294.49011,38.194126,11.157
