koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol
CANDIDATE,124.922516,129.7295,0.943,11.942,498.7,3.37,407,6.45
CANDIDATE,10.1384691,137.7149,0.207,4.026,92.8,0.74,723,64.55
FALSE POSITIVE,85.517344,181.351,0.944,9.331,270.2,3.04,482,12.75
FALSE POSITIVE,161.2529031,189.10446,0.227,24.3711,94008,59.07,652,42.81
CANDIDATE,65.752109,183.3112,0.109,6.854,382.5,2,458,10.36
FALSE POSITIVE,147.863607,259.53,0.2482,1.948,560,2.03,305,2.05
FALSE POSITIVE,1.123258617,132.02671,0.513,4.27355,377580,150.94,3215,25226.88
FALSE POSITIVE,4.618767943,133.386655,0.004,6.03,32609,32.36,1565,1418.08
CANDIDATE,21.9139549,148.52144,1.2,3.271,584.4,10.39,303,2.01
CANDIDATE,3.66520844,131.50911,0.045,3.308,65.8,0.82,1168,439.57
CANDIDATE,5.06993245,135.836,0.3584,3.241,93.6,0.92,1053,291.11
FALSE POSITIVE,10.30698279,143.7331641,0.564,11.4277,341790,81.21,960,200.8
FALSE POSITIVE,0.823014905,132.160787,1.247,3.5426,850.5,22.17,1482,1136.75
FALSE POSITIVE,0.738527259,132.024142,1.171,1.2174,422.9,49.08,2978,18549.81
FALSE POSITIVE,4.4158933,132.9738,0.1672,1.155,191.1,1.42,1138,395.82
FALSE POSITIVE,1.341078755,131.8392432,0.309,3.86492,112150,41.8,1968,3533.56
FALSE POSITIVE,0.634131057,131.78951,0.0891,2.851,27.1,0.58,2488,9062.53
FALSE POSITIVE,0.504296702,131.905285,1.2942,1.4145,5995.4,50.41,2694,12445.73
FALSE POSITIVE,75.3789569,167.1066034,0.273,7.70352,539180,58.76,365,4.17
CANDIDATE,0.761119678,131.68986,1.129,1.43,1112,27.81,2977,18660.94
FALSE POSITIVE,0.607538435,131.70989,0.9849,5.549,34.9,1.34,3219,25377.69
FALSE POSITIVE,5.2438528,132.6659,0.583,10.539,135.8,1.11,1016,251.99
CANDIDATE,8.6040858,138.163,0.4146,3.01,87.6,0.94,947,189.96
CANDIDATE,1.330333096,132.785555,0.692,5.045,61867,24.3,1634,1691.25
FALSE POSITIVE,7.946367138,135.0947711,0.636,2.58667,278090,36.01,629,36.92
FALSE POSITIVE,7.346159047,136.8912771,0.945,6.5974,121810,44.48,835,114.57
FALSE POSITIVE,10.73842724,139.893962,0.036,2.3544,1684.2,6.96,1137,394.4
CANDIDATE,65.415183,140.2325,0.377,4.224,417.1,1.31,295,1.79
CANDIDATE,72.28198,156.753,0.2405,2.478,1265,13.11,984,221.28
FALSE POSITIVE,23.83238251,143.2182023,0.664,7.06068,279000,63.78,623,35.58
FALSE POSITIVE,14.5567427,135.6994,0.4308,1.421,185.1,1.38,783,89.02
FALSE POSITIVE,0.622303871,132.0916,0.338,1.84,80.9,0.77,2032,4050.15
FALSE POSITIVE,23.3924063,139.7612,0.3153,3.416,62.3,0.84,701,57.23
CANDIDATE,2.15888911,131.97752,0.224,1.791,102.4,0.72,1130,384.49
CANDIDATE,17.5806026,148.6715,0.879,4.17,138.8,1.87,816,104.96
FALSE POSITIVE,12.82327546,136.1765764,0.93,5.32062,121990,44.29,743,72
FALSE POSITIVE,37.18327633,158.645758,0.003,14.0996,221200,55,594,29.41
FALSE POSITIVE,9.380632783,132.5586444,1.084,4.295,65833,46.72,846,120.99
CANDIDATE,2.71772323,133.9451,0.197,3.22,70.3,0.72,1123,375.05
FALSE POSITIVE,3.359470825,133.952372,1.281,2.14715,2707.8,129.93,2421,8125.7
FALSE POSITIVE,20.72925511,134.55034,0.575,7.53677,341970,53.87,567,24.47
FALSE POSITIVE,3.796448299,131.37037,0.249,11.5917,522880,232.39,2577,10412.56
CANDIDATE,23.9830523,136.7741,0.096,8.77,83.2,1.17,718,62.83
FALSE POSITIVE,0.64585177,131.889136,1.138,1.97644,308500,51.1,1234,543.24
CANDIDATE,134.413808,227.9768,0.1857,13.907,206.1,1.69,391,5.51
FALSE POSITIVE,1.70192371,131.955498,0.906,3.0271,49833,40.15,1704,1993.63
FALSE POSITIVE,3.008602107,132.923023,0.948,4.34296,120270,56.15,1343,768.47
FALSE POSITIVE,0.846291334,132.1935855,0.779,1.79962,190190,30.8,1243,562.86
FALSE POSITIVE,1.930451347,131.770748,1.121,3.87956,53075,58.77,1623,1637.68
FALSE POSITIVE,6.840305932,137.5713643,1.094,4.32742,124930,62.08,945,188.58
FALSE POSITIVE,1.032967155,131.92284,0.025,1.17,127.3,21.22,5990,304226.71
FALSE POSITIVE,2.489550708,132.044138,1.185,2.84685,29839,36.91,1281,636.43
FALSE POSITIVE,4.81712182,133.10276,1.233,2.45699,35756,43.45,922,170.42
CANDIDATE,5.78901936,136.9845,0.1847,3.102,110.3,0.78,849,122.75
FALSE POSITIVE,0.824181335,131.68906,1.174,2.4864,224.7,18.2,1912,3155.32
FALSE POSITIVE,2.45261841,133.60879,0.3595,1.9,85.5,0.69,1108,355.92
CANDIDATE,5.522479,133.1184,0.6606,2.666,33.1,0.76,1288,650.66
FALSE POSITIVE,0.706423768,132.15228,0.71,1.0597,46.1,1.16,2845,15425.08
CANDIDATE,9.4588054,136.8156,0.365,3.66,270,1.78,943,187.04
FALSE POSITIVE,25.9534494,154.8716,0.6188,6.001,528.9,2.06,554,22.3
FALSE POSITIVE,25.95193721,154.881253,0.51,15.9897,399170,123.34,904,157.59
CANDIDATE,2.90805147,134.3193,0.771,2.812,103.1,0.97,1220,523.63
FALSE POSITIVE,1.78752921,132.4646,0.064,5.315,62.9,5.86,3868,52997.01
FALSE POSITIVE,1.77555333,131.92,0.9299,14.41,83.5,1.26,1786,2402.56
FALSE POSITIVE,1.37347867,132.22105,0.9848,12.62,289.9,4.25,2505,9313.26
FALSE POSITIVE,1.00960235,131.6797,0.992,7.847,31.9,1.94,2885,16358.66
FALSE POSITIVE,1.060996585,132.53457,1.141,2.6494,41142,64.99,1968,3542.31
FALSE POSITIVE,9.459993213,138.3433458,0.743,5.3012,237600,51.89,766,81.31
FALSE POSITIVE,3.79187443,134.134368,0.798,3.5521,230740,47.49,1004,240.31
FALSE POSITIVE,17.84432316,133.6947708,0.757,5.07999,222360,90.67,874,138.25
CANDIDATE,2.56271232,131.69665,0.346,2.163,29.4,0.48,1171,443.49
FALSE POSITIVE,1.36293943,132.7485,1.13,10.32,54.4,31.28,2630,11346.02
FALSE POSITIVE,185.103836,296.7426,0.019,4.19,581.4,14.63,670,47.72
FALSE POSITIVE,1.267693801,132.120397,0.589,3.57993,333640,64.84,1606,1572.85
CANDIDATE,15.08186,141.7289,0.7171,4.004,81.6,0.98,758,78.11
FALSE POSITIVE,366.71923,185.6459,0.592,9.8,246.4,3.35,383,5.09
FALSE POSITIVE,0.811390968,131.8759,0.345,1.0114,139.9,14.74,5043,153237.23
FALSE POSITIVE,8.467706136,139.412302,1.054,4.05376,77324,43.98,844,120.02
FALSE POSITIVE,24.70361995,136.13429,0.206,6.9719,217540,30.13,464,10.99
FALSE POSITIVE,5.1348689,134.236,1.137,48.69,115.8,16.17,1040,276.25
FALSE POSITIVE,5.251918489,136.74098,0.317,5.59653,296480,51.51,1060,299.43
FALSE POSITIVE,43.26330502,150.3780757,0.555,10.0915,359090,62.75,505,15.38
FALSE POSITIVE,5.40597608,131.61052,0.013,2.79,461,31.78,2818,14885.1
FALSE POSITIVE,0.645850521,131.88911,0.476,1.2082,54.9,0.69,1941,3366.81
FALSE POSITIVE,18.84497113,149.94759,0.895,4.9442,4143.4,5.35,552,21.89
FALSE POSITIVE,14.75947767,139.7828128,0.56,9.7746,357470,76.06,862,130.69
FALSE POSITIVE,1.588298157,132.1833032,0.855,4.37027,165030,120,2773,13941.82
FALSE POSITIVE,0.79708975,131.8481,0.53,3.301,19.3,0.54,2262,6174.2
CANDIDATE,25.9136674,131.8232,0.982,10.498,109.7,3.37,966,205.72
FALSE POSITIVE,659.2907,254.33,0.982,22.106,338.1,4.66,322,2.53
FALSE POSITIVE,24.84708721,154.1275658,0.52,7.28274,317670,52.38,569,24.75
FALSE POSITIVE,20.86785566,136.4038679,1.045,5.73122,82601,53.53,716,62.09
FALSE POSITIVE,3.401949837,134.6247,0.958,16.5797,2477,14.32,2076,4391.35
CANDIDATE,6.96197304,135.55021,0.103,2.806,151.3,0.97,778,86.68
FALSE POSITIVE,2.252822538,131.6331462,0.621,3.41062,269850,57.6,1462,1078.82
FALSE POSITIVE,2.25284817,131.6206,1.043,3.069,60,8.61,1940,3351.24
FALSE POSITIVE,5.39525573,131.542553,1,7.8377,104240,152.74,1992,3721.55
FALSE POSITIVE,0.939740093,131.7401,0.5488,3.682,106.5,34.87,7200,635197.09
CANDIDATE,36.0484798,150.0591,0.294,5.763,127.6,1.24,566,24.28
FALSE POSITIVE,265.299451,326.26375,0.88,4.563,4946,7.1,270,1.25
CANDIDATE,27.556452,132.1916,0.1438,8.23,289.2,1.4,531,18.86
FALSE POSITIVE,76.45315813,133.986308,1.26,5.1822,9662.2,22.89,291,1.7
FALSE POSITIVE,5.194256813,134.5723735,0.378,7.25775,38851,41.77,1546,1349.96
CANDIDATE,566.28176,440.2605,0.2065,20.39,1200,2.79,203,0.4
FALSE POSITIVE,1.061008464,132.5213941,0.477,2.8029,408770,32.58,1002,238.59
FALSE POSITIVE,2.31169425,132.3203,0.628,8.689,38.4,1.76,3178,24113.62
FALSE POSITIVE,3.34328534,134.8451,1.21,27.29,166.8,64,2094,4535.97
CANDIDATE,0.52740121,131.6718,0.4309,4.807,1316,1.49,1027,263.23
FALSE POSITIVE,0.905678252,132.19647,0.357,1.249,70.4,0.78,1901,3074.42
FALSE POSITIVE,0.790046373,132.1225,0.65,4.9939,149300,56.93,2541,9873.85
FALSE POSITIVE,1.804591904,132.3963298,0.879,3.85009,137300,80.87,1923,3221.97
FALSE POSITIVE,3.31976683,131.7956,0.713,4.523,48,0.7,1276,626.66
CANDIDATE,28.655498,157.1618,0.079,8.58,173.6,1.45,658,44.37
FALSE POSITIVE,0.705174384,131.694866,13.5485,1.11196,375230,366.76,751,75.23
FALSE POSITIVE,38.05814006,142.4101791,0.63,8.82403,308870,94.1,736,69.39
CANDIDATE,26.1556767,154.35223,0.166,1.542,295,1.28,501,14.92
CANDIDATE,4.60687717,133.8738,0.341,2.295,258.7,1.14,865,132.78
FALSE POSITIVE,0.758355704,131.863972,0.846,4.4135,9568.3,8.78,1765,2292.94
FALSE POSITIVE,11.9311316,142.8536843,1.037,5.56983,300510,93.46,831,112.47
FALSE POSITIVE,27.5338034,147.2410009,0.908,3.96227,48153,50.02,777,85.95
FALSE POSITIVE,1.352576807,132.0374311,0.616,5.49531,317480,161.02,2866,15932.27
CANDIDATE,502.20642,162.9131,0.9802,9.39,447.9,2.18,212,0.48
CANDIDATE,10.5113779,140.9553,0.198,4.74,29.9,0.72,1052,289.46
FALSE POSITIVE,1.922009494,132.161285,1.312,3.101,6547.8,48.61,1596,1534.66
FALSE POSITIVE,10.18657875,132.5289587,0.677,10.6304,340670,67.45,793,93.53
FALSE POSITIVE,1.250390814,131.7337519,0.73,3.7184,231170,101.37,2367,7420.89
FALSE POSITIVE,5.748815953,132.28021,1.172,1.9216,11657,26.94,799,96.29
FALSE POSITIVE,0.517573708,131.5161551,1.021,2.23102,87205,37.02,1863,2827.01
CANDIDATE,20.9525604,146.3809,0.74,3.986,232.9,1.19,495,14.2
FALSE POSITIVE,24.70932686,138.996552,0.928,5.0698,29265,25.1,662,45.33
FALSE POSITIVE,9.726748645,139.4774644,1.883,19.4093,393410,277.38,997,233.38
FALSE POSITIVE,1.854491777,132.4915806,0.285,5.14771,383430,63.08,1511,1232.64
FALSE POSITIVE,4.737713268,132.325253,0.8,6.384,105260,29.25,882,143.54
CANDIDATE,5.704593,134.40102,0.285,1.149,129.9,0.95,900,154.92
FALSE POSITIVE,323.2575,191.3655,0.034,17.26,286.8,2.01,293,1.73
FALSE POSITIVE,567.71329,436.4746,0.4247,12.85,259.4,3.28,325,2.64
FALSE POSITIVE,9.31392071,135.7783,0.1287,0.971,163.7,1.25,884,144.19
FALSE POSITIVE,0.764597756,131.69552,0.345,1.119,16.6,0.72,2708,12721.72
CANDIDATE,4.78113942,131.7043,0.118,2.733,105.8,1.14,1130,386.46
CANDIDATE,7.18864064,133.14566,0.424,2.364,133.5,1.3,987,223.87
FALSE POSITIVE,2.43574046,133.47404,0.997,22.25,6223,24.62,2102,4614.94
FALSE POSITIVE,2.756536015,133.025652,1.239,1.5908,3590.8,57.46,1580,1472.73
FALSE POSITIVE,13.99585365,131.65924,2.095,5.0308,19681,368.42,1202,493.55
FALSE POSITIVE,4.320850062,132.4183917,1.087,4.26661,75927,59.16,1221,524.62
FALSE POSITIVE,1.945914237,133.042081,1.273,2.8712,9880.5,35.94,1417,955.56
CANDIDATE,27.122801,141.9673,0.3462,5.255,234.7,1.46,594,29.38
FALSE POSITIVE,1.25625738,131.7577,0.8208,9.726,15.2,1.32,3507,35745.58
CANDIDATE,11.2901559,135.3964,0.6285,10.475,163.8,0.88,617,34.17
FALSE POSITIVE,0.99519559,132.4712,0.0372,2.293,13.7,0.29,1624,1642.44
FALSE POSITIVE,25.15078845,150.345557,1.025,7.72717,37583,39.12,686,52.23
CANDIDATE,7.1356633,135.09646,0.735,1.789,255.5,1.38,751,75.39
CANDIDATE,1.044408447,132.31116,0.1512,3.633,46.2,1.17,2745,13421.48
FALSE POSITIVE,5.407157086,136.5956575,1.062,5.8919,74653,125.96,1984,3667.86
FALSE POSITIVE,2.325185422,133.265218,1.247,7.2871,268.5,81.88,3738,46102.7
FALSE POSITIVE,40.87784199,158.3207395,0.71,9.88456,256090,164.06,915,166.06
FALSE POSITIVE,36.75892725,156.0924573,0.298,15.5723,261730,51.31,575,25.82
FALSE POSITIVE,0.536869783,131.84557,0.5604,4.164,221.7,1.81,2645,11576.28
FALSE POSITIVE,0.843400322,131.57039,0.489,1.7606,43.7,0.65,1941,3371.24
FALSE POSITIVE,17.04215521,142.4257555,0.455,7.80412,55165,24.93,760,78.98
FALSE POSITIVE,0.874236216,131.7986,0.2375,2.352,58.4,3.46,6177,344046.45
FALSE POSITIVE,0.60886299,132.0506751,1.294,1.27896,2019.5,158.5,3651,42225.89
FALSE POSITIVE,5.776764285,131.5421677,0.88,6.99715,153900,117.51,1542,1336.82
FALSE POSITIVE,1.26227317,132.0407385,1.247,3.30141,7342.5,369.2,3790,48665.04
FALSE POSITIVE,5.860377067,134.8440004,0.526,10.4634,361620,78.14,1191,475.44
FALSE POSITIVE,6.099032889,135.5223947,0.891,4.82208,55374,36.68,1183,462.81
FALSE POSITIVE,0.652956712,131.52361,0.26,0.627,50,0.76,2146,4984.96
FALSE POSITIVE,13.69179001,133.7914664,0.269,5.64674,97564,49.2,994,230.66
FALSE POSITIVE,21.57050843,151.7931354,0.388,13.8604,134180,63.68,923,171.91
CANDIDATE,6.853888,136.5231,0.469,2.561,653.8,1.74,613,33.32
FALSE POSITIVE,2.136834989,133.617975,0.559,4.34882,346180,66.59,1415,948.25
CANDIDATE,7.34672485,134.5155,0.2525,2.136,143,0.97,784,89.33
FALSE POSITIVE,9.296746368,135.6856399,1.623,6.88069,213840,400.4,1552,1370.16
FALSE POSITIVE,0.93371313,131.5534,0.133,2.971,66,0.69,1642,1724.34
FALSE POSITIVE,0.933735579,131.53509,0.565,3.892,351.4,10.28,3696,43890.28
FALSE POSITIVE,28.48710734,132.872485,1.175,3.77887,37663,116.84,963,202.98
FALSE POSITIVE,8.61733907,139.0692516,0.825,4.05563,185860,51.79,796,94.74
CANDIDATE,1.057335679,131.792007,0.262,1.5795,47337,14.59,1276,623.51
FALSE POSITIVE,1.149198426,131.817374,1.167,4.1603,37721,42.03,1690,1922.43
FALSE POSITIVE,2.50012775,131.5829,0.9917,28.2,49.9,1.66,1977,3611.69
CANDIDATE,0.673141323,131.68751,0.1065,0.921,229.5,1.29,1834,2675.15
CANDIDATE,8.60965352,134.38829,0.213,2.218,63.2,3.33,1550,1365.41
FALSE POSITIVE,1.40469182,131.552084,0.597,6.26327,702440,217.25,2263,6187.57
FALSE POSITIVE,1.109841858,132.1655985,0.12,8.11952,300710,177.78,2944,17830.7
CANDIDATE,13.8911152,137.3481,0.168,5.062,204.9,1.12,674,48.8
FALSE POSITIVE,7.234965722,134.582307,0.548,7.0245,164850,34.03,843,119.12
FALSE POSITIVE,3.684337918,132.61121,1.045,2.1931,76.7,12.52,2481,8964.2
FALSE POSITIVE,21.85896329,151.2628164,0.969,6.32492,117110,114.63,925,172.73
FALSE POSITIVE,9.543584955,137.7738831,0.985,3.72007,68184,77.97,1141,401.55
CANDIDATE,1.96134311,132.30563,1.159,11.856,207.8,41.53,2167,5197.02
FALSE POSITIVE,18.61195725,133.8661994,0.952,4.24721,124830,65.5,829,111.83
FALSE POSITIVE,0.73240662,131.5735,0.8618,4.33,329,3.65,3191,24515.44
FALSE POSITIVE,12.8517221,132.8395131,1.15,5.71731,42519,47.26,781,88.01
FALSE POSITIVE,4.2055797,132.1233,0.9883,19.4,100.5,1.8,1345,773.19
CANDIDATE,28.2682167,135.5505,0.5643,1.355,197,1.22,526,18.12
FALSE POSITIVE,0.957476003,131.91263,0.327,0.6624,450.7,2.47,2138,4953.98
FALSE POSITIVE,1.6037058,131.9529,0.729,9.067,32.8,1.54,2492,9138.09
FALSE POSITIVE,76.01811375,139.943296,0.788,13.4849,80671,63.58,652,42.65
CANDIDATE,0.70965042,131.97695,0.145,1.318,223.4,1.49,2036,4086.46
FALSE POSITIVE,1.574063832,133.05514,1.237,5.6357,1118.1,28.63,1619,1622.84
FALSE POSITIVE,2.51989935,133.7109,0.4448,1.55,147.2,1.04,1217,519.13
FALSE POSITIVE,4.238855579,135.201464,1.031,5.2235,68002,38.01,1044,280.82
CANDIDATE,0.902403563,131.827273,0.8925,1.7129,4759.5,6.17,1688,1919.35
CANDIDATE,6.87778029,133.04176,0.08,3.199,124,1.19,1052,289.51
FALSE POSITIVE,2.113197701,132.3310213,0.909,3.46341,57316,50.13,1825,2624.42
FALSE POSITIVE,70.37626987,151.228445,0.944,6.4205,116050,40.43,373,4.59
FALSE POSITIVE,0.772803664,131.70354,0.199,1.368,290.2,1.11,1365,826.03
FALSE POSITIVE,7.549299761,135.0113297,0.899,2.46338,44576,18.8,690,53.74
FALSE POSITIVE,0.530967171,131.725385,0.84,3.8102,378390,92.29,2312,6728.14
FALSE POSITIVE,1.606163631,131.6342249,0.901,4.92516,144600,130.46,2943,17727.93
FALSE POSITIVE,22.47049437,143.284831,0.86,7.39097,45979,19.12,518,17.04
FALSE POSITIVE,1.077358008,131.600551,0.619,3.6713,311050,70.64,1925,3242.53
FALSE POSITIVE,1.480324075,131.7556963,0.388,3.20209,400010,47.81,1313,701.93
FALSE POSITIVE,12.08353781,139.6155998,0.749,7.90317,43087,50.33,1310,696.82
CANDIDATE,10.692115,141.116,0.734,4.657,408.4,2.71,1008,244.47
FALSE POSITIVE,0.934926138,132.1779461,0.905,3.1925,131940,58.67,1957,3455.76
CANDIDATE,17.1677675,142.9943,0.4828,2.975,335.1,0.97,370,4.43
CANDIDATE,8.50207749,132.36121,0.073,3.057,117.3,0.75,679,50.14
CANDIDATE,1.322475635,132.66777,1.198,5.307,997.3,14.03,1097,342.59
FALSE POSITIVE,12.31440232,134.2520931,0.506,5.8903,393900,75.21,864,131.33
FALSE POSITIVE,25.4318614,135.619194,1.126,5.23771,46565,43.42,601,30.92
FALSE POSITIVE,20.41305242,140.0167643,0.777,4.4621,92672,35.03,668,47.14
FALSE POSITIVE,0.527679032,131.81119,0.284,1.395,84.1,0.79,2115,4714.94
FALSE POSITIVE,3.31587688,131.50648,0.688,3.152,185.6,1.27,1097,342.77
CANDIDATE,18.1772927,145.8085,0.039,4.703,213.1,1.5,737,69.62
FALSE POSITIVE,1.38607973,131.5931,0.0198,8.7,64.6,0.6,1356,798.8
FALSE POSITIVE,1.19563447,131.5506,0.861,5.3934,8245,14.94,1988,3686.75
CANDIDATE,19.9310602,145.7465,0.0766,8.48,97.9,2.42,960,201.01
FALSE POSITIVE,2.53470797,132.88117,1.187,20.143,328.2,50.25,2117,4744.68
FALSE POSITIVE,0.530799654,131.68727,0.0126,3.487,318.5,2.92,3102,21896.26
CANDIDATE,0.813998812,132.1244,0.045,0.675,183.4,1.36,1933,3285.52
FALSE POSITIVE,6.12650913,133.2391,0.919,15.43,2434,9.08,1370,832.67
FALSE POSITIVE,0.573036404,120.5159138,0.9279,1.3176,4174.5,9.97,2376,7539.67
FALSE POSITIVE,0.643171495,131.8893076,1.214,2.31285,41160,54.03,2193,5486.36
FALSE POSITIVE,1.872620976,132.727701,1.242,1.7626,1530.6,31.43,1550,1362.23
FALSE POSITIVE,40.879068,163.4056,0.988,6.562,499.2,3.35,533,19.12
CANDIDATE,2.64185268,131.9331,0.199,1.76,149.8,3.56,2104,4636.69
FALSE POSITIVE,5.077746556,134.63539,1.211,3.1718,18837,54.93,1274,622.32
FALSE POSITIVE,2.340534383,132.74718,0.71,4.43017,241360,69.55,1581,1476.77
FALSE POSITIVE,1.729338354,132.536976,0.887,6.8524,140160,139.36,2230,5838.68
CANDIDATE,2.54031121,133.77849,0.295,1.83,173.3,1.2,1268,611.31
FALSE POSITIVE,2.105238039,132.675463,0.83,5.23595,94675,75.1,1966,3523.25
FALSE POSITIVE,7.226944171,136.163008,1.233,23.0124,682180,237.79,1179,457.25
FALSE POSITIVE,31.9733117,133.867225,1.35,13.2105,75054,272.44,1289,652.01
CANDIDATE,1.371587993,131.80506,0.9829,12.901,456.1,4.91,2413,8016.36
FALSE POSITIVE,15.12021253,139.6966549,1.199,3.50007,24616,33.11,605,31.61
FALSE POSITIVE,0.541405029,131.933523,0.641,2.7481,327660,125.64,2679,12266.51
CANDIDATE,5.89773974,133.42423,0.1566,2.243,77.9,1,1150,414.11
CANDIDATE,1.74145041,132.0107,0.33,1.712,370.6,1.46,1234,547.5
CANDIDATE,20.2944118,148.08554,8.7053,0.357,453.9,774.73,648,41.69
CANDIDATE,17.9908273,141.92539,0.129,1.436,660,1.88,541,20.29
FALSE POSITIVE,12.18072127,139.3460044,0.479,4.15602,414950,63.25,742,71.88
FALSE POSITIVE,50.4670244,132.009484,0.973,8.96181,103140,52.88,523,17.63
CANDIDATE,198.11309,175.3243,0.1542,15.59,53.3,1.09,399,5.96
CANDIDATE,0.84986054,132.0547,1.26,1.3875,6571.5,67.45,2260,6185.9
FALSE POSITIVE,0.527678272,131.8133693,0.385,2.33166,247740,75.31,2551,9989.53
FALSE POSITIVE,3.55027051,133.7711,0.022,1.879,212.7,1.15,1036,272.61
FALSE POSITIVE,1.718649321,132.21092,0.421,3.94095,190570,39.08,1499,1194.16
FALSE POSITIVE,7.2935801,136.2546,1.157,40.02,124.5,17.41,925,173.44
FALSE POSITIVE,1.89129338,132.6698,0.373,5.677,33.8,0.42,1152,416.87
FALSE POSITIVE,1.89124453,132.6958,0.734,5.08,31,1.19,2200,5537.41
FALSE POSITIVE,87.87826191,194.105106,0.585,12.8138,339060,110.85,530,18.65
FALSE POSITIVE,39.8415229,168.1412318,0.902,8.79024,143680,116.52,765,80.93
FALSE POSITIVE,61.25964956,140.698649,0.741,12.1777,233260,54.72,447,9.45
FALSE POSITIVE,374.318792,431.5127,0.8507,5.96,1541400,243.21,241,0.79
FALSE POSITIVE,0.751408792,131.948266,1.242,2.2974,17481,41.48,1926,3241.36
FALSE POSITIVE,0.950487062,131.73468,0.907,2.9283,11.5,1.35,4231,75637.15
FALSE POSITIVE,21.37831102,157.804933,0.257,21.7174,80571,97.23,1062,300.32
CANDIDATE,129.847318,240.6812,0.004,13.057,198.4,1.45,385,5.22
FALSE POSITIVE,0.550509602,131.86731,0.386,1.1836,123.5,5.02,3938,56796.99
FALSE POSITIVE,11.70220393,139.4312652,0.967,2.75173,28999,57.95,1240,560.24
FALSE POSITIVE,3.722775537,136.515472,0.626,14.3309,107590,90.36,1731,2125.53
FALSE POSITIVE,0.566798827,131.81946,0.25,3.662,34.9,0.52,2045,4154.8
FALSE POSITIVE,0.56678012,131.8499,0.492,3.257,27.6,0.49,2073,4352.1
FALSE POSITIVE,0.56679293,131.83103,0.18,3.814,101.1,0.86,2064,4264.42
FALSE POSITIVE,0.566799218,131.81553,0.6858,4.227,18.2,0.79,3153,23364.03
CANDIDATE,22.2548897,142.2563,0.239,13.454,83.8,2.16,899,154.4
CANDIDATE,1.92730001,132.36067,1.285,18.812,6177.1,45.99,1614,1605.97
FALSE POSITIVE,48.79936881,160.196299,0.622,8.80873,324550,67.36,525,17.9
CANDIDATE,1.01485981,131.6159,0.185,1.65,243,1.61,1928,3274.72
FALSE POSITIVE,4.059428737,133.1885651,0.216,5.26926,245220,67.38,1455,1059.83
CANDIDATE,15.3902613,140.8602,0.231,3.431,76.8,4.39,1459,1069.24
FALSE POSITIVE,1.287097944,132.37957,0.382,1.94,106.1,0.89,1631,1678.58
FALSE POSITIVE,3.5565617,133.522,0.262,6.691,68,0.52,883,143.89
FALSE POSITIVE,3.55646511,133.5549,0.344,4.72,46.1,0.56,1076,317
CANDIDATE,2.3518268,134.352,1.23,5.797,576.6,39.82,1535,1313.37
FALSE POSITIVE,2.35195525,131.9168815,0.511,5.98883,212830,59.62,1678,1876
CANDIDATE,3.57944367,133.46198,0.3976,1.869,117.2,0.87,1018,253.89
FALSE POSITIVE,5.682410334,133.6376552,0.761,5.33373,220420,72.9,1141,401.43
FALSE POSITIVE,1.481655821,132.699429,1.103,3.4913,59134,59.19,1935,3314.58
FALSE POSITIVE,0.93370968,131.5714,0.848,3.356,62.2,0.38,865,131.85
FALSE POSITIVE,10.36855269,132.718439,0.978,4.37878,153230,61.14,845,120.48
FALSE POSITIVE,13.8602646,139.4033,1.204,74.26,481.1,19.71,690,53.56
CANDIDATE,392.50115,498.8298,0.1835,9.88,391.2,1.9,225,0.6
FALSE POSITIVE,6.882686062,134.052302,0.399,5.47323,373660,60.49,921,169.85
FALSE POSITIVE,1.407937865,132.26921,0.759,1.585,50793,19.09,1179,457.02
FALSE POSITIVE,1.89117723,132.7285,1.207,6.986,176.2,164.49,3536,36995.02
FALSE POSITIVE,52.884577,147.01058,1.272,7.892,11969,48.13,555,22.44
FALSE POSITIVE,1.429439352,132.74659,1.298,2.424,3367.1,54.36,2079,4417.56
FALSE POSITIVE,2.821328194,131.680097,0.537,5.02692,64776,40,1807,2520.03
FALSE POSITIVE,11.9613085,131.9131819,0.616,4.6414,310680,51.58,696,55.37
FALSE POSITIVE,0.572079631,132.0189884,0.793,2.27811,127790,29.45,1716,2036.56
FALSE POSITIVE,31.00539285,150.8616525,0.305,3.073,560310,141.82,682,51.25
CANDIDATE,521.10826,189.5977,0.3485,18.36,244.7,1.5,231,0.68
FALSE POSITIVE,41.3701638,166.1673,0.653,29.254,6907.1,59.95,1133,389.15
FALSE POSITIVE,631.632,239.8779,0.4544,16.13,295.1,1.56,201,0.38
FALSE POSITIVE,10.84528655,138.334343,1.307,4.3876,7473.8,319.52,1682,1893.11
FALSE POSITIVE,32.45541269,137.607894,0.726,7.3736,136390,23.48,392,5.55
FALSE POSITIVE,5.917085496,132.900327,0.095,23.7545,563290,75.86,1005,241.42
FALSE POSITIVE,0.5402463,131.5521,0.9411,13.93,1148,6.2,3249,26335.17
FALSE POSITIVE,4.200206781,134.6578,1.07,5.21948,82364,105.07,1737,2150.58
FALSE POSITIVE,6.091954982,137.5877592,0.953,3.60482,36700,26.96,1036,272.7
FALSE POSITIVE,0.76647343,132.034804,0.766,2.46345,199900,42.33,1628,1654.36
FALSE POSITIVE,5.2436639,132.6741,0.66,10.53,93.5,0.88,1059,296.41
